status,stockNo,nPtr,lDate,lTimehms,lTimemillismicros,nBid,nAsk,nClose,nQty,nSimulate,addSubNQty
history,TX00,9757,20200526,220922,286000,1098400,1098500,1098400,1,0,-1
history,TX00,9758,20200526,220922,286000,1098400,1098500,1098400,1,0,-1
history,TX00,9759,20200526,220926,867000,1098400,1098500,1098500,2,0,+2
history,TX00,9760,20200526,220927,357000,1098400,1098500,1098400,4,0,-4
history,TX00,9761,20200526,220930,128000,1098400,1098500,1098500,1,0,+1
history,TX00,9762,20200526,220932,398000,1098400,1098500,1098500,4,0,+4
history,TX00,9763,20200526,220936,376000,1098400,1098500,1098500,1,0,+1
history,TX00,9764,20200526,220936,644000,1098400,1098500,1098500,1,0,+1
history,TX00,9765,20200526,220943,441000,1098400,1098500,1098500,1,0,+1
history,TX00,9766,20200526,220947,953000,1098400,1098500,1098500,1,0,+1
history,TX00,9767,20200526,220948,397000,1098400,1098600,1098500,1,0,#1
history,TX00,9768,20200526,221001,925000,1098500,1098600,1098500,1,0,-1
history,TX00,9769,20200526,221002,413000,1098500,1098600,1098500,2,0,-2
history,TX00,9770,20200526,221002,419000,1098500,1098600,1098500,1,0,-1
history,TX00,9771,20200526,221002,809000,1098500,1098600,1098500,1,0,-1
history,TX00,9772,20200526,221008,786000,1098500,1098600,1098500,1,0,-1
history,TX00,9773,20200526,221008,786000,1098500,1098600,1098500,2,0,-2
history,TX00,9774,20200526,221008,787000,1098500,1098600,1098500,1,0,-1
history,TX00,9775,20200526,221012,265000,1098400,1098500,1098400,4,0,-4
history,TX00,9776,20200526,221012,382000,1098400,1098500,1098400,2,0,-2
history,TX00,9777,20200526,221012,382000,1098400,1098500,1098400,1,0,-1
history,TX00,9778,20200526,221017,247000,1098200,1098400,1098200,1,0,-1
history,TX00,9779,20200526,221019,621000,1098200,1098300,1098300,2,0,+2
history,TX00,9780,20200526,221019,621000,1098200,1098300,1098300,1,0,+1
history,TX00,9781,20200526,221036,7000,1098300,1098400,1098400,1,0,+1
history,TX00,9782,20200526,221036,40000,1098300,1098400,1098400,1,0,+1
history,TX00,9783,20200526,221036,40000,1098300,1098400,1098300,9,0,-9
history,TX00,9784,20200526,221039,564000,1098400,1098500,1098500,2,0,+2
history,TX00,9785,20200526,221041,202000,1098500,1098600,1098500,1,0,-1
history,TX00,9786,20200526,221043,494000,1098500,1098600,1098500,1,0,-1
history,TX00,9787,20200526,221043,495000,1098500,1098600,1098500,2,0,-2
history,TX00,9788,20200526,221049,562000,1098500,1098600,1098600,6,0,+6
history,TX00,9789,20200526,221054,726000,1098500,1098600,1098600,1,0,+1
history,TX00,9790,20200526,221055,944000,1098500,1098700,1098700,1,0,+1
history,TX00,9791,20200526,221057,387000,1098600,1098700,1098600,1,0,-1
history,TX00,9792,20200526,221102,731000,1098600,1098700,1098700,7,0,+7
history,TX00,9793,20200526,221104,557000,1098600,1098800,1098800,1,0,+1
history,TX00,9794,20200526,221104,913000,1098600,1098800,1098800,1,0,+1
history,TX00,9795,20200526,221107,825000,1098600,1098800,1098600,1,0,-1
history,TX00,9796,20200526,221109,299000,1098700,1098800,1098700,1,0,-1
history,TX00,9797,20200526,221116,624000,1098700,1098800,1098700,1,0,-1
history,TX00,9798,20200526,221122,577000,1098700,1098800,1098700,1,0,-1
history,TX00,9799,20200526,221131,510000,1098700,1098800,1098700,1,0,-1
history,TX00,9800,20200526,221131,602000,1098700,1098800,1098800,1,0,+1
history,TX00,9801,20200526,221135,553000,1098700,1098800,1098800,5,0,+5
history,TX00,9802,20200526,221138,444000,1098700,1098800,1098700,8,0,-8
history,TX00,9803,20200526,221138,444000,1098700,1098800,1098600,2,0,-2
history,TX00,9804,20200526,221140,915000,1098600,1098800,1098800,1,0,+1
history,TX00,9805,20200526,221147,163000,1098800,1098900,1098900,1,0,+1
history,TX00,9806,20200526,221147,371000,1098800,1098900,1098800,3,0,-3
history,TX00,9807,20200526,221152,371000,1098800,1098900,1098900,1,0,+1
history,TX00,9808,20200526,221157,340000,1098800,1098900,1098900,2,0,+2
history,TX00,9809,20200526,221205,385000,1098800,1098900,1098900,1,0,+1
history,TX00,9810,20200526,221206,315000,1098800,1098900,1098900,1,0,+1
history,TX00,9811,20200526,221208,327000,1098800,1098900,1098900,1,0,+1
history,TX00,9812,20200526,221210,757000,1098800,1098900,1098900,1,0,+1
history,TX00,9813,20200526,221219,937000,1098800,1098900,1098800,2,0,-2
history,TX00,9814,20200526,221224,113000,1098700,1098800,1098800,1,0,+1
history,TX00,9815,20200526,221231,463000,1098700,1098800,1098800,1,0,+1
history,TX00,9816,20200526,221233,86000,1098700,1098900,1098700,1,0,-1
history,TX00,9817,20200526,221239,689000,1098700,1098800,1098800,3,0,+3
history,TX00,9818,20200526,221245,489000,1098700,1098800,1098700,1,0,-1
history,TX00,9819,20200526,221245,946000,1098600,1098800,1098600,1,0,-1
history,TX00,9820,20200526,221245,950000,1098600,1098800,1098600,1,0,-1
history,TX00,9821,20200526,221246,154000,1098600,1098700,1098600,1,0,-1
history,TX00,9822,20200526,221247,525000,1098600,1098700,1098600,1,0,-1
history,TX00,9823,20200526,221251,912000,1098600,1098700,1098600,1,0,-1
history,TX00,9824,20200526,221255,371000,1098600,1098700,1098700,1,0,+1
history,TX00,9825,20200526,221302,379000,1098600,1098800,1098700,1,0,#1
history,TX00,9826,20200526,221305,377000,1098700,1098800,1098700,2,0,-2
history,TX00,9827,20200526,221318,740000,1098700,1098800,1098800,5,0,+5
history,TX00,9828,20200526,221322,425000,1098800,1098900,1098800,4,0,-4
history,TX00,9829,20200526,221327,561000,1098800,1098900,1098800,1,0,-1
history,TX00,9830,20200526,221338,564000,1098700,1098800,1098700,1,0,-1
history,TX00,9831,20200526,221342,725000,1098700,1098800,1098800,2,0,+2
history,TX00,9832,20200526,221344,990000,1098800,1098900,1098800,1,0,-1
history,TX00,9833,20200526,221351,441000,1098700,1098800,1098700,1,0,-1
history,TX00,9834,20200526,221351,442000,1098700,1098800,1098700,1,0,-1
history,TX00,9835,20200526,221400,113000,1098600,1098700,1098700,3,0,+3
history,TX00,9836,20200526,221419,63000,1098600,1098700,1098700,3,0,+3
history,TX00,9837,20200526,221419,63000,1098600,1098700,1098700,5,0,+5
history,TX00,9838,20200526,221419,710000,1098700,1098800,1098700,1,0,-1
history,TX00,9839,20200526,221423,751000,1098700,1098800,1098800,4,0,+4
history,TX00,9840,20200526,221423,751000,1098700,1098800,1098800,4,0,+4
history,TX00,9841,20200526,221424,112000,1098800,1098900,1098800,1,0,-1
history,TX00,9842,20200526,221429,833000,1098700,1098800,1098700,1,0,-1
history,TX00,9843,20200526,221443,886000,1098600,1098700,1098700,2,0,+2
history,TX00,9844,20200526,221444,159000,1098700,1098800,1098700,4,0,-4
history,TX00,9845,20200526,221445,838000,1098600,1098700,1098700,1,0,+1
history,TX00,9846,20200526,221453,762000,1098600,1098700,1098700,1,0,+1
history,TX00,9847,20200526,221500,153000,1098700,1098800,1098800,4,0,+4
history,TX00,9848,20200526,221500,153000,1098700,1098800,1098800,1,0,+1
history,TX00,9849,20200526,221500,153000,1098700,1098800,1098800,4,0,+4
history,TX00,9850,20200526,221500,153000,1098700,1098800,1098800,1,0,+1
history,TX00,9851,20200526,221500,322000,1098800,1098900,1098800,1,0,-1
history,TX00,9852,20200526,221500,323000,1098800,1098900,1098800,1,0,-1
history,TX00,9853,20200526,221507,229000,1098700,1098800,1098800,1,0,+1
history,TX00,9854,20200526,221507,799000,1098700,1098800,1098700,1,0,-1
history,TX00,9855,20200526,221507,849000,1098600,1098800,1098600,1,0,-1
history,TX00,9856,20200526,221507,856000,1098600,1098800,1098600,1,0,-1
history,TX00,9857,20200526,221508,529000,1098600,1098700,1098700,1,0,+1
history,TX00,9858,20200526,221511,491000,1098600,1098700,1098700,1,0,+1
history,TX00,9859,20200526,221536,87000,1098700,1098800,1098700,1,0,-1
history,TX00,9860,20200526,221536,238000,1098700,1098800,1098700,1,0,-1
history,TX00,9861,20200526,221536,448000,1098700,1098800,1098700,1,0,-1
history,TX00,9862,20200526,221541,451000,1098600,1098700,1098700,1,0,+1
history,TX00,9863,20200526,221543,286000,1098600,1098700,1098700,1,0,+1
history,TX00,9864,20200526,221546,4000,1098600,1098700,1098700,1,0,+1
history,TX00,9865,20200526,221547,333000,1098600,1098700,1098700,1,0,+1
history,TX00,9866,20200526,221548,932000,1098600,1098800,1098800,1,0,+1
history,TX00,9867,20200526,221549,338000,1098600,1098800,1098700,1,0,#1
history,TX00,9868,20200526,221553,890000,1098700,1098800,1098700,1,0,-1
history,TX00,9869,20200526,221557,985000,1098700,1098800,1098700,2,0,-2
history,TX00,9870,20200526,221557,985000,1098700,1098800,1098700,4,0,-4
history,TX00,9871,20200526,221606,840000,1098700,1098800,1098700,1,0,-1
history,TX00,9872,20200526,221613,150000,1098700,1098800,1098700,3,0,-3
history,TX00,9873,20200526,221613,836000,1098700,1098800,1098700,1,0,-1
history,TX00,9874,20200526,221619,626000,1098700,1098800,1098800,4,0,+4
history,TX00,9875,20200526,221619,626000,1098700,1098800,1098800,6,0,+6
history,TX00,9876,20200526,221627,925000,1098800,1098900,1098900,2,0,+2
history,TX00,9877,20200526,221627,926000,1098800,1098900,1098900,10,0,+10
history,TX00,9878,20200526,221627,926000,1098800,1098900,1098900,2,0,+2
history,TX00,9879,20200526,221627,926000,1098800,1098900,1098900,4,0,+4
history,TX00,9880,20200526,221627,926000,1098800,1098900,1098900,3,0,+3
history,TX00,9881,20200526,221627,926000,1098800,1098900,1098900,8,0,+8
history,TX00,9882,20200526,221630,207000,1098900,1099000,1099000,1,0,+1
history,TX00,9883,20200526,221636,541000,1098800,1099000,1099000,1,0,+1
history,TX00,9884,20200526,221638,426000,1098800,1099000,1099000,2,0,+2
history,TX00,9885,20200526,221645,559000,1098900,1099000,1098900,1,0,-1
history,TX00,9886,20200526,221645,559000,1098900,1099000,1098800,1,0,-1
history,TX00,9887,20200526,221654,845000,1098800,1098900,1098900,1,0,+1
history,TX00,9888,20200526,221700,182000,1098900,1099000,1098900,2,0,-2
history,TX00,9889,20200526,221700,182000,1098900,1099000,1098800,8,0,-8
history,TX00,9890,20200526,221700,876000,1098800,1098900,1098900,1,0,+1
history,TX00,9891,20200526,221710,218000,1098800,1098900,1098900,1,0,+1
history,TX00,9892,20200526,221713,518000,1098800,1098900,1098800,1,0,-1
history,TX00,9893,20200526,221713,807000,1098800,1098900,1098900,1,0,+1
history,TX00,9894,20200526,221721,978000,1098900,1099000,1098900,2,0,-2
history,TX00,9895,20200526,221729,162000,1098800,1098900,1098900,1,0,+1
history,TX00,9896,20200526,221729,173000,1098800,1098900,1099000,1,0,+1
history,TX00,9897,20200526,221731,885000,1098900,1099000,1098900,1,0,-1
history,TX00,9898,20200526,221734,96000,1098800,1098900,1098900,1,0,+1
history,TX00,9899,20200526,221739,43000,1098800,1098900,1098800,2,0,-2
history,TX00,9900,20200526,221739,43000,1098800,1098900,1098800,2,0,-2
history,TX00,9901,20200526,221743,704000,1098700,1098900,1098900,1,0,+1
history,TX00,9902,20200526,221747,173000,1098700,1098800,1098800,1,0,+1
history,TX00,9903,20200526,221749,954000,1098800,1098900,1098800,2,0,-2
history,TX00,9904,20200526,221750,286000,1098800,1098900,1098900,1,0,+1
history,TX00,9905,20200526,221753,677000,1098800,1098900,1098900,1,0,+1
history,TX00,9906,20200526,221755,196000,1098800,1098900,1098900,13,0,+13
history,TX00,9907,20200526,221804,861000,1098900,1099000,1098900,1,0,-1
history,TX00,9908,20200526,221804,861000,1098900,1099000,1098900,1,0,-1
history,TX00,9909,20200526,221804,861000,1098900,1099000,1098900,2,0,-2
history,TX00,9910,20200526,221809,94000,1098800,1098900,1098900,1,0,+1
history,TX00,9911,20200526,221809,856000,1098900,1099000,1098900,1,0,-1
history,TX00,9912,20200526,221810,210000,1098900,1099000,1099000,1,0,+1
history,TX00,9913,20200526,221815,503000,1098900,1099000,1099000,1,0,+1
history,TX00,9914,20200526,221816,184000,1098900,1099000,1099000,1,0,+1
history,TX00,9915,20200526,221817,145000,1098900,1099000,1099000,1,0,+1
history,TX00,9916,20200526,221820,94000,1098900,1099000,1098900,4,0,-4
history,TX00,9917,20200526,221821,445000,1098900,1099000,1099000,1,0,+1
history,TX00,9918,20200526,221821,445000,1098900,1099000,1099000,14,0,+14
history,TX00,9919,20200526,221821,484000,1098900,1099000,1099100,11,0,+11
history,TX00,9920,20200526,221821,485000,1098900,1099000,1099100,2,0,+2
history,TX00,9921,20200526,221821,485000,1098900,1099000,1099100,1,0,+1
history,TX00,9922,20200526,221821,486000,1098900,1099000,1099100,4,0,+4
history,TX00,9923,20200526,221821,486000,1098900,1099000,1099100,4,0,+4
history,TX00,9924,20200526,221821,771000,1099000,1099200,1099000,4,0,-4
history,TX00,9925,20200526,221825,651000,1099000,1099100,1099100,1,0,+1
history,TX00,9926,20200526,221828,42000,1099000,1099100,1099100,2,0,+2
history,TX00,9927,20200526,221829,223000,1099000,1099100,1099100,1,0,+1
history,TX00,9928,20200526,221829,345000,1099000,1099100,1099100,2,0,+2
